seq_id	class	organism	mtrA_score	mtoA_score	desc
AKU11012.1	other	Azoarcus sp. CIB	231.3	324.1	AKU11012.1 decaheme c-type cytochrome, DmsE family [Azoarcus sp. CIB]
WP_214556459.1	other	unclassified Rhodanobacter	231.3	305.4	WP_214556459.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [unclassified Rhodanobacter]
TMH45511.1	other	Betaproteobacteria bacterium	231.2	258.7	TMH45511.1 MAG: DmsE family decaheme c-type cytochrome [Betaproteobacteria bacterium]
SHM38890.1	other	Rhodanobacter sp. OK091	231.2	301.0	SHM38890.1 decaheme c-type cytochrome, DmsE family [Rhodanobacter sp. OK091]
WP_072762086.1	other	Rhodanobacter sp. OK091	231.2	301.0	WP_072762086.1 DmsE family decaheme c-type cytochrome [Rhodanobacter sp. OK091]
WP_304118807.1	other	Halorhodospira halophila	231.2	240.0	WP_304118807.1 DmsE family decaheme c-type cytochrome [Halorhodospira halophila]
WP_303561524.1	other	Uliginosibacterium sp. 31-12	231.1	452.8	WP_303561524.1 DmsE family decaheme c-type cytochrome [Uliginosibacterium sp. 31-12]
WP_448992357.1	other	Luteitalea sp.	231.0	243.9	WP_448992357.1 DmsE family decaheme c-type cytochrome [Luteitalea sp.]
WP_077512038.1	other	Rhodanobacter sp. B05	230.9	302.1	WP_077512038.1 DmsE family decaheme c-type cytochrome [Rhodanobacter sp. B05]
WP_298070080.1	other	Oleiagrimonas sp.	230.9	454.4	WP_298070080.1 DmsE family decaheme c-type cytochrome [Oleiagrimonas sp.]
WP_235996697.1	other	Pseudoxanthomonas beigongshangi	230.8	305.2	WP_235996697.1 DmsE family decaheme c-type cytochrome [Pseudoxanthomonas beigongshangi]
WP_255443309.1	other	unclassified Pseudoxanthomonas	230.7	304.9	WP_255443309.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [unclassified Pseudoxanthomonas]
UBB26519.1	other	Pseudoxanthomonas japonensis	230.7	304.9	UBB26519.1 DmsE family decaheme c-type cytochrome [Pseudoxanthomonas japonensis]
WP_325281288.1	other	Tahibacter sp.	230.5	312.9	WP_325281288.1 DmsE family decaheme c-type cytochrome [Tahibacter sp.]
WP_279412190.1	other	Luteimonas sp. 8-5	230.5	311.2	WP_279412190.1 DmsE family decaheme c-type cytochrome [Luteimonas sp. 8-5]
WP_454572157.1	other	Pseudoxanthomonas beigongshangi	230.4	306.1	WP_454572157.1 DmsE family decaheme c-type cytochrome [Pseudoxanthomonas beigongshangi]
WP_139351323.1	other	Rhodanobacter sp. B05	230.2	291.9	WP_139351323.1 DmsE family decaheme c-type cytochrome [Rhodanobacter sp. B05]
WP_233523455.1	other	Dyella solisilvae	230.2	288.4	WP_233523455.1 DmsE family decaheme c-type cytochrome [Dyella solisilvae]
WP_027493240.1	other	Rhodanobacter	230.1	301.1	WP_027493240.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Rhodanobacter]
SIR13679.1	other	Aromatoleum tolulyticum	230.1	324.4	SIR13679.1 decaheme c-type cytochrome, DmsE family [Aromatoleum tolulyticum]
UJJ55350.1	other	Rhodanobacter thiooxydans	230.1	301.1	UJJ55350.1 DmsE family decaheme c-type cytochrome [Rhodanobacter thiooxydans]
TAN15426.1	other	Rhodanobacter sp.	230.1	301.1	TAN15426.1 MAG: DmsE family decaheme c-type cytochrome [Rhodanobacter sp.]
WP_133817320.1	other	Tahibacter aquaticus	230.1	298.1	WP_133817320.1 DmsE family decaheme c-type cytochrome [Tahibacter aquaticus]
XAF48931.1	other	Rhodoferax sp. GW822-FHT02A01	230.1	343.8	XAF48931.1 DmsE family decaheme c-type cytochrome [Rhodoferax sp. GW822-FHT02A01]
WP_244600127.1	other	Blastochloris tepida	230.1	292.1	WP_244600127.1 DmsE family decaheme c-type cytochrome [Blastochloris tepida]
WP_076603018.1	other	Aromatoleum tolulyticum	230.1	324.4	WP_076603018.1 DmsE family decaheme c-type cytochrome [Aromatoleum tolulyticum]
TDR47603.1	other	Tahibacter aquaticus	230.1	298.1	TDR47603.1 DmsE family decaheme c-type cytochrome [Tahibacter aquaticus]
WP_342617949.1	other	Rhodoferax sp. GW822-FHT02A01	230.1	343.8	WP_342617949.1 DmsE family decaheme c-type cytochrome [Rhodoferax sp. GW822-FHT02A01]
RDI97994.1	other	Dyella solisilvae	230.0	288.5	RDI97994.1 DmsE family decaheme c-type cytochrome [Dyella solisilvae]
WP_319242251.1	other	uncultured Propionivibrio sp.	229.9	334.0	WP_319242251.1 DmsE family decaheme c-type cytochrome [uncultured Propionivibrio sp.]
WP_011815166.1	other	Halorhodospira halophila	229.9	237.5	WP_011815166.1 DmsE family decaheme c-type cytochrome [Halorhodospira halophila]
WP_461519963.1	other	Porticoccus sp.	229.9	231.7	WP_461519963.1 DmsE family decaheme c-type cytochrome [Porticoccus sp.]
WP_228064431.1	other	Novilysobacter avium	229.8	308.2	WP_228064431.1 DmsE family decaheme c-type cytochrome [Novilysobacter avium]
WP_229238254.1	other	Dyella amyloliquefaciens	229.7	287.1	WP_229238254.1 DmsE family decaheme c-type cytochrome [Dyella amyloliquefaciens]
QOW22800.1	other	Novilysobacter avium	229.7	309.3	QOW22800.1 DmsE family decaheme c-type cytochrome [Novilysobacter avium]
TWI07222.1	other	Aerolutibacter ruishenii	229.7	306.9	TWI07222.1 DmsE family decaheme c-type cytochrome [Aerolutibacter ruishenii]
WP_144816599.1	other	Aerolutibacter ruishenii	229.7	306.9	WP_144816599.1 DmsE family decaheme c-type cytochrome [Aerolutibacter ruishenii]
WP_376690525.1	other	Wenzhouxiangella indolica	229.6	229.9	WP_376690525.1 DmsE family decaheme c-type cytochrome [Wenzhouxiangella indolica]
WP_461482407.1	other	Porticoccus sp.	229.6	233.2	WP_461482407.1 DmsE family decaheme c-type cytochrome [Porticoccus sp.]
WP_442460290.1	other	Rhodoblastus sp.	229.6	287.0	WP_442460290.1 DmsE family decaheme c-type cytochrome [Rhodoblastus sp.]
WP_325500341.1	other	Ramlibacter sp.	229.6	350.5	WP_325500341.1 DmsE family decaheme c-type cytochrome [Ramlibacter sp.]
WP_169137531.1	other	Aromatoleum toluolicum	229.5	323.5	WP_169137531.1 DmsE family decaheme c-type cytochrome [Aromatoleum toluolicum]
TMH80849.1	other	Betaproteobacteria bacterium	229.5	258.2	TMH80849.1 MAG: DmsE family decaheme c-type cytochrome [Betaproteobacteria bacterium]
WP_295007590.1	other	uncultured Dechloromonas sp.	229.5	339.6	WP_295007590.1 DmsE family decaheme c-type cytochrome [uncultured Dechloromonas sp.]
TSA13964.1	other	Comamonadaceae bacterium	229.5	359.1	TSA13964.1 MAG: DmsE family decaheme c-type cytochrome [Comamonadaceae bacterium]
WKZ32165.1	other	Thermodesulfobacteriota bacterium	229.4	267.8	WKZ32165.1 MAG: DmsE family decaheme c-type cytochrome [Thermodesulfobacteriota bacterium]
WP_369490953.1	other	Rhodanobacter sp. FW106-PBR-R2A-1-13	229.1	300.6	WP_369490953.1 DmsE family decaheme c-type cytochrome [Rhodanobacter sp. FW106-PBR-R2A-1-13]
WP_415247681.1	other	Thauera sp.	229.1	290.5	WP_415247681.1 DmsE family decaheme c-type cytochrome [Thauera sp.]
WP_447101814.1	other	Pseudoxanthomonas beigongshangi	229.1	302.3	WP_447101814.1 DmsE family decaheme c-type cytochrome [Pseudoxanthomonas beigongshangi]
TCI10227.1	other	Dyella soli	229.1	301.7	TCI10227.1 DmsE family decaheme c-type cytochrome [Dyella soli]
WP_131408044.1	other	Dyella soli	229.1	301.7	WP_131408044.1 DmsE family decaheme c-type cytochrome [Dyella soli]
WP_366143637.1	other	Zoogloea sp.	229.0	324.6	WP_366143637.1 DmsE family decaheme c-type cytochrome [Zoogloea sp.]
WP_343034851.1	other	Aromatoleum diolicum	229.0	329.7	WP_343034851.1 DmsE family decaheme c-type cytochrome [Aromatoleum diolicum]
YAC52335.1	other	Dyella sp. Tek66A03	228.9	300.8	YAC52335.1 DmsE family decaheme c-type cytochrome [Dyella sp. Tek66A03]
WP_056003392.1	other	Frateuria sp. Soil773	228.9	306.9	WP_056003392.1 DmsE family decaheme c-type cytochrome [Frateuria sp. Soil773]
WP_309374317.1	other	Rhodoferax sp.	228.9	296.8	WP_309374317.1 DmsE family decaheme c-type cytochrome [Rhodoferax sp.]
WP_445146788.1	other	Dyella sp. Tek66A03	228.9	300.8	WP_445146788.1 DmsE family decaheme c-type cytochrome [Dyella sp. Tek66A03]
WP_456997324.1	other	Lysobacter sp. A421	228.8	314.9	WP_456997324.1 DmsE family decaheme c-type cytochrome [Lysobacter sp. A421]
WP_231504188.1	other	Dyella	228.8	303.3	WP_231504188.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Dyella]
WP_245889834.1	other	Fulvimonas soli	228.7	305.3	WP_245889834.1 DmsE family decaheme c-type cytochrome [Fulvimonas soli]
PWK86768.1	other	Fulvimonas soli	228.6	305.1	PWK86768.1 DmsE family decaheme c-type cytochrome [Fulvimonas soli]
SFF26787.1	other	Dyella marensis	228.6	299.8	SFF26787.1 decaheme c-type cytochrome, DmsE family [Dyella marensis]
WP_238985501.1	other	Nitrosococcus halophilus	228.6	320.7	WP_238985501.1 DmsE family decaheme c-type cytochrome [Nitrosococcus halophilus]
WP_456978925.1	other	Lysobacter sp. A378	228.5	314.6	WP_456978925.1 DmsE family decaheme c-type cytochrome [Lysobacter sp. A378]
WP_238636730.1	other	Halorhodospira sp. 9621	228.5	243.8	WP_238636730.1 DmsE family decaheme c-type cytochrome [Halorhodospira sp. 9621]
WP_210411905.1	other	Noviherbaspirillum sp. UKPF54	228.4	341.2	WP_210411905.1 DmsE family decaheme c-type cytochrome [Noviherbaspirillum sp. UKPF54]
WP_306673924.1	other	Tahibacter caeni	228.4	308.9	WP_306673924.1 DmsE family decaheme c-type cytochrome, partial [Tahibacter caeni]
WP_111981882.1	other	Dyella jiangningensis	228.3	285.3	WP_111981882.1 DmsE family decaheme c-type cytochrome [Dyella jiangningensis]
WP_440245717.1	other	Dokdonella sp.	228.3	311.9	WP_440245717.1 DmsE family decaheme c-type cytochrome [Dokdonella sp.]
YDL15321.1	other	Arthrobacter sp. CR10	228.1	305.5	YDL15321.1 DmsE family decaheme c-type cytochrome [Arthrobacter sp. CR10]
WP_404540812.1	other	Dyella agri	228.1	295.3	WP_404540812.1 DmsE family decaheme c-type cytochrome [Dyella agri]
WP_291221148.1	other	Dokdonella sp.	228.1	309.6	WP_291221148.1 DmsE family decaheme c-type cytochrome [Dokdonella sp.]
YDL10078.1	other	Dyella sp. CR10	228.1	305.5	YDL10078.1 DmsE family decaheme c-type cytochrome [Dyella sp. CR10]
WP_473684606.1	other	Bacteria	228.1	305.5	WP_473684606.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Bacteria]
TPG45883.1	other	Rhodanobacter glycinis	228.0	304.6	TPG45883.1 DmsE family decaheme c-type cytochrome [Rhodanobacter glycinis]
TPG06451.1	other	Rhodanobacter glycinis	228.0	304.6	TPG06451.1 DmsE family decaheme c-type cytochrome [Rhodanobacter glycinis]
WP_140653792.1	other	Rhodanobacter glycinis	228.0	304.6	WP_140653792.1 DmsE family decaheme c-type cytochrome [Rhodanobacter glycinis]
WP_339601189.1	other	Paucibacter soli	227.9	327.4	WP_339601189.1 DmsE family decaheme c-type cytochrome [Paucibacter soli]
QDZ30493.1	other	Noviherbaspirillum sp. UKPF54	227.9	340.8	QDZ30493.1 DmsE family decaheme c-type cytochrome [Noviherbaspirillum sp. UKPF54]
WP_272842059.1	other	Tahibacter soli	227.9	296.2	WP_272842059.1 DmsE family decaheme c-type cytochrome [Tahibacter soli]
WP_373097041.1	other	Zhongshania sp.	227.8	249.4	WP_373097041.1 DmsE family decaheme c-type cytochrome, partial [Zhongshania sp.]
WP_377303294.1	other	Rhodanobacter umsongensis	227.7	308.2	WP_377303294.1 DmsE family decaheme c-type cytochrome [Rhodanobacter umsongensis]
TMI98517.1	other	Alphaproteobacteria bacterium	227.7	297.8	TMI98517.1 MAG: DmsE family decaheme c-type cytochrome [Alphaproteobacteria bacterium]
WP_246606450.1	other	Novilysobacter antarcticus	227.6	300.4	WP_246606450.1 DmsE family decaheme c-type cytochrome [Novilysobacter antarcticus]
WP_291190640.1	other	Frateuria sp.	227.6	295.8	WP_291190640.1 DmsE family decaheme c-type cytochrome [Frateuria sp.]
KAB2899814.1	other	Dokdonella sp.	227.6	313.4	KAB2899814.1 MAG: DmsE family decaheme c-type cytochrome [Dokdonella sp.]
WP_458789121.1	other	Dyella jiangningensis	227.6	287.6	WP_458789121.1 DmsE family decaheme c-type cytochrome [Dyella jiangningensis]
WP_456961010.1	other	Lysobacter sp. A289	227.5	315.4	WP_456961010.1 DmsE family decaheme c-type cytochrome [Lysobacter sp. A289]
WP_059422202.1	other	Sulfuricella sp. T08	227.5	384.0	WP_059422202.1 DmsE family decaheme c-type cytochrome [Sulfuricella sp. T08]
WP_456989125.1	other	Lysobacter sp. A286	227.5	314.8	WP_456989125.1 DmsE family decaheme c-type cytochrome [Lysobacter sp. A286]
WP_126539203.1	other	Aerosticca soli	227.4	306.2	WP_126539203.1 DmsE family decaheme c-type cytochrome [Aerosticca soli]
WP_418260921.1	other	Haliea sp. E17	227.3	270.4	WP_418260921.1 DmsE family decaheme c-type cytochrome [Haliea sp. E17]
WP_081804414.1	other	Dyella jiangningensis	227.3	287.3	WP_081804414.1 DmsE family decaheme c-type cytochrome [Dyella jiangningensis]
YEG85899.1	other	Dyella marensis	227.2	304.6	YEG85899.1 DmsE family decaheme c-type cytochrome [Dyella marensis]
WP_483084384.1	other	Dyella marensis	227.2	304.6	WP_483084384.1 DmsE family decaheme c-type cytochrome [Dyella marensis]
WP_110169916.1	other	Luteitalea pratensis	227.1	244.1	WP_110169916.1 DmsE family decaheme c-type cytochrome [Luteitalea pratensis]
WP_440471512.1	other	Pseudoxanthomonas sp.	227.0	301.7	WP_440471512.1 DmsE family decaheme c-type cytochrome [Pseudoxanthomonas sp.]
WP_229792800.1	other	Rhodanobacter panaciterrae	226.9	291.4	WP_229792800.1 DmsE family decaheme c-type cytochrome [Rhodanobacter panaciterrae]
WP_326863421.1	other	Pseudolabrys sp.	226.9	278.1	WP_326863421.1 DmsE family decaheme c-type cytochrome [Pseudolabrys sp.]
WP_255915010.1	other	Tahibacter harae	226.9	317.4	WP_255915010.1 DmsE family decaheme c-type cytochrome [Tahibacter harae]
WP_386742505.1	other	Luteimonas soli	226.9	317.1	WP_386742505.1 DmsE family decaheme c-type cytochrome [Luteimonas soli]
XHS68533.1	other	Tahibacter sp. UC22_41	226.9	304.6	XHS68533.1 DmsE family decaheme c-type cytochrome [Tahibacter sp. UC22_41]
WP_386068846.1	other	Tahibacter sp. UC22_41	226.9	304.6	WP_386068846.1 DmsE family decaheme c-type cytochrome [Tahibacter sp. UC22_41]
WP_367843643.1	other	Rhodanobacter geophilus	226.9	301.2	WP_367843643.1 DmsE family decaheme c-type cytochrome [Rhodanobacter geophilus]
WP_214569994.1	other	unclassified Dyella	226.9	296.1	WP_214569994.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [unclassified Dyella]
WP_245615478.1	other	Afifella pfennigii	226.8	274.2	WP_245615478.1 DmsE family decaheme c-type cytochrome [Afifella pfennigii]
WP_377323717.1	other	Rhodanobacter terrae	226.6	302.2	WP_377323717.1 DmsE family decaheme c-type cytochrome [Rhodanobacter terrae]
WP_472877278.1	other	Dyella sp. PARNA 12/25	226.5	292.9	WP_472877278.1 DmsE family decaheme c-type cytochrome [Dyella sp. PARNA 12/25]
WP_291602715.1	other	Bradyrhizobium sp.	226.5	288.9	WP_291602715.1 DmsE family decaheme c-type cytochrome [Bradyrhizobium sp.]
YEC19442.1	other	Desulfuromonadaceae bacterium NS4ri1	226.4	253.6	YEC19442.1 DmsE family decaheme c-type cytochrome [Desulfuromonadaceae bacterium NS4ri1]
WP_201241386.1	other	Halorhodospira halophila	226.3	236.8	WP_201241386.1 DmsE family decaheme c-type cytochrome [Halorhodospira halophila]
WP_481237683.1	other	Dyella marensis	226.0	304.8	WP_481237683.1 DmsE family decaheme c-type cytochrome [Dyella marensis]
WP_242107342.1	other	Luteimonas aquatica	226.0	319.4	WP_242107342.1 DmsE family decaheme c-type cytochrome [Luteimonas aquatica]
WP_266150154.1	other	Dyella halodurans	225.9	295.7	WP_266150154.1 DmsE family decaheme c-type cytochrome [Dyella halodurans]
WP_267170655.1	other	Frateuria hangzhouensis	225.9	300.4	WP_267170655.1 DmsE family decaheme c-type cytochrome [Frateuria hangzhouensis]
XRD81194.1	other	Dyella halodurans	225.9	295.7	XRD81194.1 DmsE family decaheme c-type cytochrome [Dyella halodurans]
WP_266182598.1	other	Dyella humicola	225.8	297.1	WP_266182598.1 DmsE family decaheme c-type cytochrome [Dyella humicola]
WP_238642164.1	other	Halorhodospira sp. 9622	225.8	241.2	WP_238642164.1 DmsE family decaheme c-type cytochrome [Halorhodospira sp. 9622]
WP_440754626.1	other	Luteimonas sp. 22616	225.7	329.1	WP_440754626.1 DmsE family decaheme c-type cytochrome [Luteimonas sp. 22616]
TWB67658.1	other	Nitrospirillum amazonense	225.6	323.8	TWB67658.1 DmsE family decaheme c-type cytochrome [Nitrospirillum amazonense]
WP_031813423.1	other	Vibrio parahaemolyticus	225.6	189.1	WP_031813423.1 DmsE family decaheme c-type cytochrome, partial [Vibrio parahaemolyticus]
WP_291230364.1	other	Dokdonella sp.	225.6	314.5	WP_291230364.1 DmsE family decaheme c-type cytochrome [Dokdonella sp.]
WP_037241105.1	other	Rhodomicrobium udaipurense	225.6	285.5	WP_037241105.1 DmsE family decaheme c-type cytochrome [Rhodomicrobium udaipurense]
WP_211107212.1	other	Nitrospirillum amazonense	225.6	323.8	WP_211107212.1 DmsE family decaheme c-type cytochrome [Nitrospirillum amazonense]
WP_415167553.1	other	Propionivibrio sp.	225.4	324.0	WP_415167553.1 DmsE family decaheme c-type cytochrome [Propionivibrio sp.]
WP_201718448.1	other	Rhodomicrobium vannielii	225.4	286.4	WP_201718448.1 DmsE family decaheme c-type cytochrome [Rhodomicrobium vannielii]
WP_318105636.1	other	Vibrio sp. 1640	225.2	127.3	WP_318105636.1 DmsE family decaheme c-type cytochrome, partial [Vibrio sp. 1640]
WP_228216194.1	other	Aromatoleum toluclasticum	225.2	333.5	WP_228216194.1 DmsE family decaheme c-type cytochrome [Aromatoleum toluclasticum]
WP_296915957.1	other	Polaromonas sp.	225.0	324.6	WP_296915957.1 DmsE family decaheme c-type cytochrome [Polaromonas sp.]
WP_131997590.1	other	Dokdonella fugitiva	225.0	307.9	WP_131997590.1 DmsE family decaheme c-type cytochrome [Dokdonella fugitiva]
TCO40244.1	other	Dokdonella fugitiva	225.0	307.9	TCO40244.1 DmsE family decaheme c-type cytochrome [Dokdonella fugitiva]
WP_422279240.1	other	Bradyrhizobium sp.	224.9	277.5	WP_422279240.1 DmsE family decaheme c-type cytochrome [Bradyrhizobium sp.]
WP_199902598.1	other	Azospirillum sp. B4	224.9	321.7	WP_199902598.1 DmsE family decaheme c-type cytochrome [Azospirillum sp. B4]
TXH28974.1	other	Elusimicrobiota bacterium	224.8	240.6	TXH28974.1 MAG: DmsE family decaheme c-type cytochrome [Elusimicrobiota bacterium]
WP_238527630.1	other	Pseudoxanthomonas spadix	224.8	319.5	WP_238527630.1 DmsE family decaheme c-type cytochrome [Pseudoxanthomonas spadix]
WP_291224427.1	other	Dokdonella sp.	224.8	313.1	WP_291224427.1 DmsE family decaheme c-type cytochrome [Dokdonella sp.]
WP_306581903.1	other	Dokdonella sp.	224.6	318.8	WP_306581903.1 DmsE family decaheme c-type cytochrome [Dokdonella sp.]
WP_265946258.1	other	Dechloromonas sp. A34	224.5	350.9	WP_265946258.1 DmsE family decaheme c-type cytochrome [Dechloromonas sp. A34]
WP_238635035.1	other	Halorhodospira	224.5	239.1	WP_238635035.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Halorhodospira]
WP_441607668.1	other	Dyella sp. 2RAB6	224.4	303.9	WP_441607668.1 DmsE family decaheme c-type cytochrome [Dyella sp. 2RAB6]
WP_344758954.1	other	Luteimonas lutimaris	224.4	307.6	WP_344758954.1 DmsE family decaheme c-type cytochrome [Luteimonas lutimaris]
GAA3919260.1	other	Luteimonas lutimaris	224.4	307.6	GAA3919260.1 DmsE family decaheme c-type cytochrome [Luteimonas lutimaris]
GAB1407642.1	other	Thermomonas brevis	224.3	305.2	GAB1407642.1 DmsE family decaheme c-type cytochrome [Thermomonas brevis]
WP_331646128.1	other	Piscinibacter sp.	224.3	346.2	WP_331646128.1 DmsE family decaheme c-type cytochrome [Piscinibacter sp.]
WP_291210136.1	other	Dokdonella sp.	224.2	317.9	WP_291210136.1 DmsE family decaheme c-type cytochrome [Dokdonella sp.]
WP_182517597.1	other	Dokdonella fugitiva	224.2	307.9	WP_182517597.1 DmsE family decaheme c-type cytochrome [Dokdonella fugitiva]
WP_018990449.1	other	Aromatoleum toluclasticum	224.1	335.6	WP_018990449.1 DmsE family decaheme c-type cytochrome [Aromatoleum toluclasticum]
UCE31002.1	other	Burkholderiales bacterium	224.1	306.1	UCE31002.1 MAG: DmsE family decaheme c-type cytochrome [Burkholderiales bacterium]
RPJ79143.1	other	Acidobacteriota bacterium	224.1	252.4	RPJ79143.1 MAG: DmsE family decaheme c-type cytochrome [Acidobacteriota bacterium]
QBB69060.1	other	Pseudolysobacter antarcticus	224.0	317.1	QBB69060.1 DmsE family decaheme c-type cytochrome [Pseudolysobacter antarcticus]
WP_187080946.1	other	Ramlibacter albus	224.0	409.1	WP_187080946.1 DmsE family decaheme c-type cytochrome [Ramlibacter albus]
WP_136416639.1	other	Oxalobacteraceae	224.0	366.1	WP_136416639.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Oxalobacteraceae]
WP_129831315.1	other	Pseudolysobacter antarcticus	224.0	317.1	WP_129831315.1 DmsE family decaheme c-type cytochrome [Pseudolysobacter antarcticus]
WP_283743965.1	MtoA_candidate	Sideroxydans sp. CL21	223.9	536.3	WP_283743965.1 DmsE family decaheme c-type cytochrome [Sideroxydans sp. CL21]
WP_168648929.1	other	Dyella sp. SG609	223.9	295.7	WP_168648929.1 DmsE family decaheme c-type cytochrome [Dyella sp. SG609]
WP_291989368.1	other	Luteitalea sp.	223.9	239.3	WP_291989368.1 DmsE family decaheme c-type cytochrome [Luteitalea sp.]
WP_169139801.1	other	Aromatoleum toluolicum	223.9	307.7	WP_169139801.1 DmsE family decaheme c-type cytochrome [Aromatoleum toluolicum]
WP_211106514.1	other	Nitrospirillum iridis	223.8	318.6	WP_211106514.1 DmsE family decaheme c-type cytochrome [Nitrospirillum iridis]
RPJ45030.1	other	Betaproteobacteria bacterium	223.6	269.1	RPJ45030.1 MAG: DmsE family decaheme c-type cytochrome [Betaproteobacteria bacterium]
WP_236823693.1	other	Blastochloris viridis	223.6	306.3	WP_236823693.1 DmsE family decaheme c-type cytochrome [Blastochloris viridis]
TVP83329.1	other	Thioalkalivibrio sp.	223.5	191.2	TVP83329.1 MAG: DmsE family decaheme c-type cytochrome [Thioalkalivibrio sp.]
WP_410291230.1	other	Desulfosarcina sp.	223.5	247.5	WP_410291230.1 DmsE family decaheme c-type cytochrome [Desulfosarcina sp.]
XRD75533.1	other	Dyella marensis	223.5	297.2	XRD75533.1 DmsE family decaheme c-type cytochrome [Dyella marensis]
WP_343819240.1	other	Dyella marensis	223.5	297.2	WP_343819240.1 DmsE family decaheme c-type cytochrome [Dyella marensis]
SIQ61574.1	other	Aromatoleum tolulyticum	223.4	312.2	SIQ61574.1 decaheme c-type cytochrome, DmsE family [Aromatoleum tolulyticum]
WP_338022710.1	other	Azospira restricta	223.4	338.5	WP_338022710.1 DmsE family decaheme c-type cytochrome [Azospira restricta]
QRJ65611.1	other	Azospira restricta	223.4	338.1	QRJ65611.1 DmsE family decaheme c-type cytochrome [Azospira restricta]
WP_076601929.1	other	Aromatoleum tolulyticum	223.4	312.2	WP_076601929.1 DmsE family decaheme c-type cytochrome [Aromatoleum tolulyticum]
WP_346948688.1	other	Dyella sp.	223.4	296.3	WP_346948688.1 DmsE family decaheme c-type cytochrome [Dyella sp.]
WP_246164307.1	other	Blastochloris sulfoviridis	223.3	282.6	WP_246164307.1 DmsE family decaheme c-type cytochrome [Blastochloris sulfoviridis]
WP_310449392.1	other	Sulfuritalea sp.	223.3	328.1	WP_310449392.1 DmsE family decaheme c-type cytochrome [Sulfuritalea sp.]
TXH30327.1	other	Burkholderiaceae bacterium	223.1	297.1	TXH30327.1 MAG: DmsE family decaheme c-type cytochrome [Burkholderiaceae bacterium]
KAA5600349.1	other	Blastochloris sulfoviridis	223.1	282.3	KAA5600349.1 DmsE family decaheme c-type cytochrome [Blastochloris sulfoviridis]
WP_339380055.1	other	Aromatoleum evansii	223.0	315.1	WP_339380055.1 DmsE family decaheme c-type cytochrome [Aromatoleum evansii]
WP_036135327.1	other	Luteimonas mephitis	222.9	326.5	WP_036135327.1 DmsE family decaheme c-type cytochrome [Luteimonas mephitis]
WP_339396774.1	other	Denitratimonas organivorans	222.8	300.6	WP_339396774.1 DmsE family decaheme c-type cytochrome [Denitratimonas organivorans]
WP_223911335.1	other	Rhodoferax lithotrophicus	222.8	398.5	WP_223911335.1 DmsE family decaheme c-type cytochrome [Rhodoferax lithotrophicus]
WP_197706803.1	other	Sterolibacterium denitrificans	222.8	321.9	WP_197706803.1 DmsE family decaheme c-type cytochrome [Sterolibacterium denitrificans]
WP_457003643.1	other	Luteimonas sp. A501	222.8	317.8	WP_457003643.1 DmsE family decaheme c-type cytochrome [Luteimonas sp. A501]
WP_130519516.1	other	Pseudoxanthomonas winnipegensis	222.8	305.1	WP_130519516.1 DmsE family decaheme c-type cytochrome [Pseudoxanthomonas winnipegensis]
WP_167254994.1	other	Dyella sp. SG562	222.8	296.2	WP_167254994.1 DmsE family decaheme c-type cytochrome [Dyella sp. SG562]
WP_301101699.1	other	Propionivibrio sp.	222.8	327.1	WP_301101699.1 DmsE family decaheme c-type cytochrome [Propionivibrio sp.]
RMW98264.1	other	Pseudoxanthomonas spadix	222.7	320.6	RMW98264.1 DmsE family decaheme c-type cytochrome [Pseudoxanthomonas spadix]
WP_088706423.1	other	Noviherbaspirillum denitrificans	222.7	332.2	WP_088706423.1 DmsE family decaheme c-type cytochrome [Noviherbaspirillum denitrificans]
WP_244671990.1	other	Pseudoxanthomonas spadix	222.7	320.5	WP_244671990.1 DmsE family decaheme c-type cytochrome [Pseudoxanthomonas spadix]
RNC71435.1	other	Desulfuromonadales bacterium	222.7	254.4	RNC71435.1 MAG: DmsE family decaheme c-type cytochrome [Desulfuromonadales bacterium]
SMB21254.1	other	Sterolibacterium denitrificans	222.6	321.7	SMB21254.1 Decaheme c-type cytochrome, DmsE family [Sterolibacterium denitrificans]
WP_067170615.1	other	Sterolibacterium denitrificans	222.6	321.7	WP_067170615.1 DmsE family decaheme c-type cytochrome [Sterolibacterium denitrificans]
WP_325478852.1	other	Piscinibacter sp.	222.5	334.5	WP_325478852.1 DmsE family decaheme c-type cytochrome [Piscinibacter sp.]
WP_275706382.1	other	Dechloromonas hankyongensis	222.5	346.6	WP_275706382.1 DmsE family decaheme c-type cytochrome [Dechloromonas hankyongensis]
WP_182529318.1	other	Dokdonella fugitiva	222.3	311.6	WP_182529318.1 DmsE family decaheme c-type cytochrome [Dokdonella fugitiva]
WP_211101436.1	other	Niveispirillum sp. SYP-B3756	222.3	326.2	WP_211101436.1 DmsE family decaheme c-type cytochrome [Niveispirillum sp. SYP-B3756]
WP_325371660.1	other	Bradyrhizobium sp.	222.3	249.9	WP_325371660.1 DmsE family decaheme c-type cytochrome [Bradyrhizobium sp.]
